t             dt        Er         epsilon    n0         n1         n2         n3         n4         n5         ElasLoss   R0         R1         R2         R3         R4         R5         R6         R7         V1         V2         V4         I1         Ic1         I2         Ic2         I4         Ic4         Q1         Q2         Q4         P0         
1.378776E-007 1.02E-009 46.9       14.3       3.19E+014  2.12E+013  2.27E+015  2.27E+013  1.7E+015   2.88E+006  3.46E+005  4.13E+022  1.04E+016  9.71E+022  9.93E+021  4.82E+015  1.12E+016  1.94E+014  8.9E+021   -300       -20        0          7E-006     3.2E-006   8.08E-007  -1.05E-007 -7.88E-006 0          -2.33E-010 1.4E-010   9.14E-011  0.00213    
1.480533E-007 1.02E-009 46.9       14.3       4.11E+014  2.73E+013  2.92E+015  2.92E+013  2.17E+015  4.76E+006  4.46E+005  5.32E+022  1.73E+016  1.25E+023  1.28E+022  7.98E+015  1.86E+016  3.23E+014  1.14E+022  -300       -20        0          9.01E-006  4.13E-006  1.04E-006  -1.34E-007 -1.01E-005 0          -2.33E-010 1.4E-010   9.15E-011  0.00274    
1.582265E-007 1.02E-009 46.9       14.3       5.3E+014   3.53E+013  3.76E+015  3.75E+013  2.78E+015  7.88E+006  5.75E+005  6.86E+022  2.87E+016  1.61E+023  1.64E+022  1.32E+016  3.09E+016  5.36E+014  1.47E+022  -300       -20        0          1.16E-005  5.33E-006  1.33E-006  -1.72E-007 -1.31E-005 0          -2.34E-010 1.4E-010   9.16E-011  0.00353    
1.683876E-007 1.02E-009 46.9       14.3       6.84E+014  4.55E+013  4.83E+015  4.83E+013  3.56E+015  1.31E+007  7.41E+005  8.85E+022  4.77E+016  2.07E+023  2.11E+022  2.19E+016  5.12E+016  8.93E+014  1.89E+022  -300       -20        0          1.49E-005  6.87E-006  1.71E-006  -2.2E-007  -1.68E-005 0          -2.34E-010 1.4E-010   9.18E-011  0.00455    
1.78527E-007  1.01E-009 46.8       14.3       8.83E+014  5.88E+013  6.22E+015  6.22E+013  4.57E+015  2.17E+007  9.55E+005  1.14E+023  7.94E+016  2.67E+023  2.72E+022  3.64E+016  8.49E+016  1.49E+015  2.43E+022  -300       -20        0          1.92E-005  8.85E-006  2.19E-006  -2.81E-007 -2.17E-005 0          -2.34E-010 1.4E-010   9.2E-011   0.00585    
1.886341E-007 1.01E-009 46.8       14.3       1.14E+015  7.6E+013   7.99E+015  8.01E+013  5.87E+015  3.6E+007   1.23E+006  1.47E+023  1.32E+017  3.44E+023  3.5E+022   6.03E+016  1.41E+017  2.48E+015  3.13E+022  -300       -20        0          2.48E-005  1.14E-005  2.82E-006  -3.59E-007 -2.79E-005 0          -2.34E-010 1.4E-010   9.22E-011  0.00752    
1.986957E-007 1E-009    46.7       14.3       1.47E+015  9.84E+013  1.03E+016  1.03E+014  7.53E+015  5.99E+007  1.58E+006  1.9E+023   2.2E+017   4.42E+023  4.49E+022  1E+017     2.33E+017  4.13E+015  4.02E+022  -300       -20        0          3.19E-005  1.47E-005  3.63E-006  -4.58E-007 -3.6E-005  0          -2.34E-010 1.39E-010  9.25E-011  0.00966    
2.086966E-007 9.96E-010 46.7       14.3       1.9E+015   1.27E+014  1.32E+016  1.33E+014  9.66E+015  9.97E+007  2.04E+006  2.45E+023  3.67E+017  5.68E+023  5.76E+022  1.65E+017  3.86E+017  6.9E+015   5.15E+022  -300       -20        0          4.1E-005   1.89E-005  4.69E-006  -5.83E-007 -4.62E-005 0          -2.34E-010 1.39E-010  9.29E-011  0.0124     
2.186184E-007 9.87E-010 46.6       14.3       2.45E+015  1.65E+014  1.68E+016  1.71E+014  1.24E+016  1.66E+008  2.62E+006  3.15E+023  6.12E+017  7.28E+023  7.37E+022  2.73E+017  6.38E+017  1.15E+016  6.59E+022  -300       -20        0          5.26E-005  2.42E-005  6E-006     -7.39E-007 -5.93E-005 0          -2.34E-010 1.39E-010  9.35E-011  0.0159     
2.2844E-007   9.76E-010 46.5       14.2       3.17E+015  2.14E+014  2.15E+016  2.21E+014  1.59E+016  2.76E+008  3.36E+006  4.06E+023  1.02E+018  9.32E+023  9.42E+022  4.5E+017   1.05E+018  1.92E+016  8.41E+022  -300       -20        0          6.74E-005  3.11E-005  7.7E-006   -9.32E-007 -7.61E-005 0          -2.35E-010 1.39E-010  9.41E-011  0.0203     
2.381367E-007 9.62E-010 46.3       14.2       4.09E+015  2.77E+014  2.74E+016  2.84E+014  2.03E+016  4.59E+008  4.3E+006   5.23E+023  1.7E+018   1.19E+024  1.2E+023   7.39E+017  1.72E+018  3.21E+016  1.07E+023  -300       -20        0          8.63E-005  3.98E-005  9.86E-006  -1.17E-006 -9.73E-005 0          -2.35E-010 1.39E-010  9.5E-011   0.0259     
2.476789E-007 9.45E-010 46.2       14.2       5.29E+015  3.6E+014   3.47E+016  3.65E+014  2.59E+016  7.64E+008  5.5E+006   6.73E+023  2.83E+018  1.51E+024  1.52E+023  1.21E+018  2.82E+018  5.37E+016  1.35E+023  -300       -20        0          0.00011    5.07E-005  1.26E-005  -1.46E-006 -0.000124  0          -2.36E-010 1.39E-010  9.61E-011  0.0328     
2.570361E-007 9.24E-010 46         14.1       6.83E+015  4.68E+014  4.38E+016  4.69E+014  3.3E+016   1.27E+009  7.01E+006  8.63E+023  4.71E+018  1.92E+024  1.92E+023  1.97E+018  4.59E+018  8.97E+016  1.71E+023  -300       -20        0          0.00014    6.45E-005  1.6E-005   -1.8E-006  -0.000158  0          -2.36E-010 1.39E-010  9.74E-011  0.0415     
2.661762E-007 9.01E-010 45.7       14         8.81E+015  6.1E+014   5.5E+016   6.02E+014  4.18E+016  2.11E+009  8.9E+006   1.11E+024  7.83E+018  2.42E+024  2.41E+023  3.18E+018  7.43E+018  1.5E+017   2.14E+023  -300       -20        0          0.000177   8.18E-005  2.02E-005  -2.19E-006 -0.0002    0          -2.37E-010 1.39E-010  9.9E-011   0.0522     
2.750258E-007 8.63E-010 45.4       14         1.14E+016  7.96E+014  6.85E+016  7.72E+014  5.28E+016  3.51E+009  1.12E+007  1.41E+024  1.3E+019   3.03E+024  3.01E+023  5.1E+018   1.19E+019  2.51E+017  2.65E+023  -300       -20        0          0.000224   0.000103   2.55E-005  -2.64E-006 -0.000252  0          -2.38E-010 1.39E-010  1.01E-010  0.0651     
2.834504E-007 8.21E-010 45.1       13.9       1.46E+016  1.04E+015  8.44E+016  9.83E+014  6.6E+016   5.79E+009  1.41E+007  1.79E+024  2.14E+019  3.75E+024  3.71E+023  8.06E+018  1.88E+019  4.16E+017  3.26E+023  -300       -20        0          0.000279   0.000129   3.17E-005  -3.13E-006 -0.000314  0          -2.39E-010 1.38E-010  1.03E-010  0.0804     
2.915208E-007 7.89E-010 44.6       13.8       1.87E+016  1.35E+015  1.03E+017  1.25E+015  8.21E+016  9.52E+009  1.74E+007  2.26E+024  3.49E+019  4.59E+024  4.52E+023  1.26E+019  2.93E+019  6.88E+017  3.95E+023  -300       -20        0          0.000346   0.00016    3.9E-005   -3.64E-006 -0.000389  0          -2.41E-010 1.38E-010  1.06E-010  0.0984     
2.992698E-007 7.57E-010 44.2       13.7       2.4E+016   1.77E+015  1.24E+017  1.58E+015  1.02E+017  1.57E+010  2.14E+007  2.84E+024  5.7E+019   5.57E+024  5.46E+023  1.94E+019  4.52E+019  1.14E+018  4.73E+023  -300       -20        0          0.000425   0.000197   4.76E-005  -4.18E-006 -0.000478  0          -2.42E-010 1.38E-010  1.1E-010   0.119      
3.067018E-007 7.27E-010 43.6       13.5       3.09E+016  2.33E+015  1.48E+017  2E+015     1.25E+017  2.59E+010  2.61E+007  3.54E+024  9.28E+019  6.68E+024  6.53E+023  2.96E+019  6.9E+019   1.89E+018  5.6E+023   -300       -20        0          0.000519   0.000242   5.73E-005  -4.72E-006 -0.000582  0          -2.44E-010 1.37E-010  1.14E-010  0.143      
3.138237E-007 6.87E-010 43         13.4       3.98E+016  3.09E+015  1.75E+017  2.52E+015  1.53E+017  4.3E+010   3.15E+007  4.38E+024  1.51E+020  7.91E+024  7.71E+023  4.46E+019  1.04E+020  3.14E+018  6.54E+023  -300       -20        0          0.000628   0.000295   6.82E-005  -5.25E-006 -0.000704  0          -2.46E-010 1.37E-010  1.18E-010  0.17       
3.205009E-007 6.46E-010 42.4       13.2       5.1E+016   4.1E+015   2.03E+017  3.14E+015  1.85E+017  7.11E+010  3.74E+007  5.36E+024  2.42E+020  9.21E+024  8.97E+023  6.61E+019  1.54E+020  5.17E+018  7.54E+023  -300       -20        0          0.000751   0.000355   7.95E-005  -5.76E-006 -0.000839  0          -2.49E-010 1.36E-010  1.23E-010  0.2        
3.269024E-007 6.37E-010 41.6       13.1       6.56E+016  5.47E+015  2.33E+017  3.87E+015  2.22E+017  1.18E+011  4.38E+007  6.47E+024  3.87E+020  1.06E+025  1.03E+024  9.63E+019  2.25E+020  8.49E+018  8.57E+023  -300       -20        0          0.000889   0.000425   9.09E-005  -6.27E-006 -0.000989  0          -2.51E-010 1.36E-010  1.29E-010  0.232      
3.331886E-007 6.18E-010 40.8       12.9       8.49E+016  7.38E+015  2.64E+017  4.72E+015  2.67E+017  1.97E+011  5.08E+007  7.74E+024  6.18E+020  1.2E+025   1.17E+024  1.4E+020   3.26E+020  1.4E+019   9.67E+023  -300       -20        0          0.00104    0.000507   0.000102   -6.82E-006 -0.00116   0          -2.55E-010 1.35E-010  1.36E-010  0.268      
3.393167E-007 6.17E-010 40         12.7       1.1E+017   1E+016     2.96E+017  5.69E+015  3.18E+017  3.29E+011  5.82E+007  9.14E+024  9.81E+020  1.35E+025  1.31E+024  2E+020     4.66E+020  2.3E+019   1.08E+024  -300       -20        0          0.00121    0.000602   0.000112   -7.47E-006 -0.00134   0          -2.58E-010 1.34E-010  1.44E-010  0.307      
3.45518E-007  6.26E-010 39         12.5       1.44E+017  1.37E+016  3.28E+017  6.81E+015  3.79E+017  5.54E+011  6.61E+007  1.07E+025  1.55E+021  1.51E+025  1.46E+024  2.85E+020  6.65E+020  3.77E+019  1.19E+024  -300       -20        0          0.0014     0.000714   0.000119   -8.38E-006 -0.00153   0          -2.62E-010 1.33E-010  1.53E-010  0.35       
3.519063E-007 6.55E-010 38         12.2       1.88E+017  1.87E+016  3.6E+017   8.09E+015  4.52E+017  9.38E+011  7.43E+007  1.23E+025  2.44E+021  1.66E+025  1.6E+024   4.07E+020  9.5E+020   6.13E+019  1.3E+024   -300       -20        0          0.0016     0.000848   0.000122   -9.82E-006 -0.00174   0          -2.67E-010 1.33E-010  1.63E-010  0.396      
3.587121E-007 7.16E-010 36.9       11.9       2.44E+017  2.53E+016  3.92E+017  9.57E+015  5.42E+017  1.59E+012  8.29E+007  1.41E+025  3.79E+021  1.82E+025  1.74E+024  5.84E+020  1.36E+021  9.83E+019  1.4E+024   -300       -20        0          0.00182    0.00101    0.00012    -1.24E-005 -0.00195   0          -2.72E-010 1.32E-010  1.76E-010  0.445      
3.661622E-007 7.99E-010 35.6       11.6       3.1E+017   3.34E+016  4.2E+017   1.13E+016  6.53E+017  2.71E+012  9.13E+007  1.59E+025  5.74E+021  1.96E+025  1.87E+024  8.48E+020  1.98E+021  1.53E+020  1.49E+024  -300       -20        0          0.00204    0.00119    0.000108   -1.77E-005 -0.00215   0          -2.78E-010 1.31E-010  1.91E-010  0.495      
3.748256E-007 9.52E-010 33.9       11.3       3.84E+017  4.26E+016  4.43E+017  1.34E+016  7.97E+017  4.64E+012  9.87E+007  1.76E+025  8.42E+021  2.07E+025  1.98E+024  1.26E+021  2.93E+021  2.3E+020   1.55E+024  -300       -20        0          0.00223    0.0014     8.19E-005  -2.97E-005 -0.00232   0          -2.86E-010 1.3E-010   2.11E-010  0.54       
3.856139E-007 1.27E-009 32         10.9       4.51E+017  5.14E+016  4.56E+017  1.6E+016   9.92E+017  8.05E+012  1.03E+008  1.87E+025  1.17E+022  2.1E+025   2.04E+024  1.92E+021  4.48E+021  3.25E+020  1.57E+024  -300       -20        0          0.00236    0.00162    2.4E-005   -5.97E-005 -0.00238   0          -2.94E-010 1.29E-010  2.36E-010  0.567      
4.007437E-007 1.91E-009 29.7       10.6       4.86E+017  5.66E+016  4.49E+017  1.94E+016  1.27E+018  1.44E+013  1E+008     1.85E+025  1.48E+022  1.99E+025  2.02E+024  3.08E+021  7.19E+021  4.16E+020  1.51E+024  -300       -20        0          0.00232    0.00176    -0.000109  -0.000145  -0.00221   0          -3.04E-010 1.28E-010  2.71E-010  0.553      
4.253096E-007 2.77E-009 27.2       10.2       4.4E+017   5.18E+016  4.09E+017  2.33E+016  1.68E+018  2.62E+013  8.55E+007  1.59E+025  1.56E+022  1.67E+025  1.86E+024  5.23E+021  1.22E+022  4.36E+020  1.35E+024  -300       -20        0          0.00199    0.00168    -0.000409  -0.000385  -0.00157   0          -3.14E-010 1.28E-010  3.17E-010  0.476      
4.513715E-007 2.92E-009 26.2       10.1       3.41E+017  3.97E+016  3.66E+017  2.5E+016   2.04E+018  3.82E+013  7.07E+007  1.31E+025  1.29E+022  1.39E+025  1.66E+024  7.54E+021  1.76E+022  3.55E+020  1.22E+024  -300       -20        0          0.0016     0.00142    -0.000697  -0.000665  -0.000892  0          -3.2E-010  1.29E-010  3.48E-010  0.393      
4.860339E-007 4.4E-009  25.9       10.1       2.5E+017   2.82E+016  3.3E+017   2.49E+016  2.44E+018  5.15E+013  5.89E+007  1.09E+025  1.02E+022  1.16E+025  1.5E+024   1.02E+022  2.38E+022  2.7E+020   1.11E+024  -300       -20        0          0.00127    0.00114    -0.000839  -0.000828  -0.000422  0          -3.25E-010 1.29E-010  3.69E-010  0.322      
5.496863E-007 8.23E-009 25.7       10.2       1.88E+017  2.07E+016  2.95E+017  2.36E+016  3.03E+018  7.34E+013  4.83E+007  9.06E+024  8.98E+021  9.46E+024  1.34E+024  1.46E+022  3.4E+022   2.32E+020  9.71E+023  -300       -20        0          0.000999   0.000906   -0.000813  -0.000816  -0.000178  0          -3.32E-010 1.29E-010  3.85E-010  0.26       
6.469135E-007 1E-008    25.3       10.2       1.64E+017  1.79E+016  2.78E+017  2.3E+016   3.8E+018   1.07E+014  4.33E+007  8.13E+024  9.99E+021  8.47E+024  1.25E+024  2.17E+022  5.07E+022  2.55E+020  8.83E+023  -300       -20        0          0.00087    0.000807   -0.000773  -0.000773  -9.53E-005 0          -3.39E-010 1.29E-010  3.97E-010  0.231      
7.445018E-007 7.51E-009 25.3       10.2       1.66E+017  1.8E+016   2.84E+017  2.36E+016  4.53E+018  1.48E+014  4.41E+007  8.33E+024  1.25E+022  8.56E+024  1.27E+024  3.04E+022  7.09E+022  3.18E+020  8.8E+023   -300       -20        0          0.00086    0.000798   -0.000808  -0.000816  -5.05E-005 0          -3.45E-010 1.29E-010  4.04E-010  0.231      
8.339685E-007 1E-008    25.5       10.2       1.88E+017  2.04E+016  3.05E+017  2.49E+016  5.24E+018  2E+014     4.84E+007  9.24E+024  1.68E+022  9.27E+024  1.35E+024  4E+022     9.34E+022  4.29E+020  9.16E+023  -300       -20        0          0.000917   0.00084    -0.000909  -0.000924  -1.11E-005 0          -3.51E-010 1.28E-010  4.07E-010  0.249      
9.339685E-007 1E-008    25.8       10.1       2.36E+017  2.58E+016  3.41E+017  2.7E+016   6.16E+018  2.88E+014  5.71E+007  1.11E+025  2.59E+022  1.07E+025  1.51E+024  5.51E+022  1.29E+023  6.7E+020   9.92E+023  -300       -20        0          0.00105    0.000947   -0.00109   -0.00112   3.66E-005  0          -3.6E-010  1.26E-010  4.05E-010  0.288      
1.033968E-006 1E-008    26.1       10         3.19E+017  3.55E+016  3.89E+017  3.01E+016  7.3E+018   4.34E+014  7.03E+007  1.39E+025  4.37E+022  1.3E+025   1.72E+024  7.76E+022  1.81E+023  1.15E+021  1.1E+024   -300       -20        0          0.00128    0.00114    -0.00137   -0.0014    8.25E-005  0          -3.73E-010 1.23E-010  3.99E-010  0.352      
1.133968E-006 1E-008    26.2       9.86       4.44E+017  5.06E+016  4.42E+017  3.45E+016  8.72E+018  6.77E+014  8.76E+007  1.75E+025  7.67E+022  1.59E+025  1.96E+024  1.13E+023  2.63E+023  2.08E+021  1.24E+024  -300       -20        0          0.0016     0.00142    -0.00172   -0.00174   0.000114   0          -3.89E-010 1.2E-010   3.89E-010  0.44       
1.233968E-006 1E-008    26         9.69       5.74E+017  6.67E+016  4.82E+017  4.04E+016  1.05E+019  1.05E+015  1.03E+008  2.07E+025  1.25E+023  1.85E+025  2.15E+024  1.65E+023  3.86E+023  3.45E+021  1.37E+024  -300       -20        0          0.00191    0.00174    -0.00203   -0.00205   0.000111   0          -4.07E-010 1.18E-010  3.77E-010  0.529      
1.333968E-006 1E-008    25.7       9.55       6.61E+017  7.77E+016  5E+017     4.69E+016  1.24E+019  1.54E+015  1.12E+008  2.25E+025  1.74E+023  1.99E+025  2.24E+024  2.37E+023  5.52E+023  4.88E+021  1.5E+024   -300       -20        0          0.00212    0.00199    -0.00221   -0.00222   8.57E-005  0          -4.22E-010 1.17E-010  3.67E-010  0.588      
1.433968E-006 1E-008    25.4       9.46       7.25E+017  8.6E+016   5.1E+017   5.34E+016  1.43E+019  2.14E+015  1.17E+008  2.35E+025  2.23E+023  2.08E+025  2.28E+024  3.23E+023  7.54E+023  6.29E+021  1.63E+024  -300       -20        0          0.00226    0.00215    -0.00232   -0.00233   6.14E-005  0          -4.34E-010 1.16E-010  3.6E-010   0.628      
1.533968E-006 1E-008    25.2       9.38       7.93E+017  9.48E+016  5.23E+017  6.07E+016  1.63E+019  2.87E+015  1.23E+008  2.47E+025  2.78E+023  2.18E+025  2.34E+024  4.24E+023  9.89E+023  7.92E+021  1.78E+024  -300       -20        0          0.00241    0.00232    -0.00246   -0.00247   4.77E-005  0          -4.43E-010 1.15E-010  3.55E-010  0.669      
1.633968E-006 1E-008    25.2       9.31       8.59E+017  1.03E+017  5.35E+017  6.85E+016  1.83E+019  3.73E+015  1.28E+008  2.57E+025  3.39E+023  2.26E+025  2.39E+024  5.39E+023  1.26E+024  9.72E+021  1.95E+024  -300       -20        0          0.00254    0.00246    -0.00259   -0.00259   3.96E-005  0          -4.52E-010 1.15E-010  3.51E-010  0.708      
1.733968E-006 1E-008    25.1       9.25       9.25E+017  1.12E+017  5.46E+017  7.7E+016   2.03E+019  4.73E+015  1.33E+008  2.67E+025  4.06E+023  2.34E+025  2.44E+024  6.66E+023  1.55E+024  1.17E+022  2.14E+024  -300       -20        0          0.00268    0.00261    -0.00271   -0.00272   3.28E-005  0          -4.59E-010 1.14E-010  3.47E-010  0.745      
1.833968E-006 1E-008    25.1       9.19       9.92E+017  1.21E+017  5.57E+017  8.59E+016  2.23E+019  5.84E+015  1.38E+008  2.76E+025  4.78E+023  2.42E+025  2.49E+024  8.05E+023  1.88E+024  1.39E+022  2.34E+024  -300       -20        0          0.0028     0.00274    -0.00284   -0.00284   2.86E-005  0          -4.66E-010 1.14E-010  3.44E-010  0.781      
1.933968E-006 1E-008    25.1       9.13       1.06E+018  1.31E+017  5.69E+017  9.54E+016  2.42E+019  7.09E+015  1.43E+008  2.85E+025  5.57E+023  2.49E+025  2.55E+024  9.55E+023  2.23E+024  1.63E+022  2.55E+024  -300       -20        0          0.00294    0.00288    -0.00297   -0.00297   2.56E-005  0          -4.72E-010 1.13E-010  3.41E-010  0.818      
2.033968E-006 1E-008    25.2       9.08       1.14E+018  1.41E+017  5.81E+017  1.05E+017  2.61E+019  8.44E+015  1.48E+008  2.94E+025  6.42E+023  2.57E+025  2.6E+024   1.11E+024  2.6E+024   1.89E+022  2.77E+024  -300       -20        0          0.00307    0.00302    -0.0031    -0.0031    2.32E-005  0          -4.77E-010 1.13E-010  3.39E-010  0.855      
2.133968E-006 1E-008    25.2       9.03       1.21E+018  1.51E+017  5.93E+017  1.16E+017  2.8E+019   9.9E+015   1.52E+008  3.02E+025  7.32E+023  2.63E+025  2.65E+024  1.28E+024  2.98E+024  2.17E+022  3.01E+024  -300       -20        0          0.0032     0.00315    -0.00322   -0.00322   2.11E-005  0          -4.82E-010 1.13E-010  3.37E-010  0.891      
2.233968E-006 1E-008    25.2       8.97       1.29E+018  1.61E+017  6.04E+017  1.26E+017  2.98E+019  1.14E+016  1.57E+008  3.1E+025   8.28E+023  2.7E+025   2.71E+024  1.45E+024  3.38E+024  2.46E+022  3.25E+024  -300       -20        0          0.00332    0.00328    -0.00335   -0.00335   1.91E-005  0          -4.87E-010 1.13E-010  3.35E-010  0.927      
2.333968E-006 1E-008    25.3       8.92       1.36E+018  1.72E+017  6.16E+017  1.36E+017  3.15E+019  1.31E+016  1.61E+008  3.17E+025  9.28E+023  2.76E+025  2.76E+024  1.62E+024  3.78E+024  2.78E+022  3.5E+024   -300       -20        0          0.00345    0.00341    -0.00347   -0.00347   1.72E-005  0          -4.91E-010 1.13E-010  3.33E-010  0.962      
2.433968E-006 1E-008    25.3       8.88       1.44E+018  1.83E+017  6.28E+017  1.47E+017  3.32E+019  1.47E+016  1.65E+008  3.24E+025  1.03E+024  2.82E+025  2.81E+024  1.79E+024  4.19E+024  3.11E+022  3.75E+024  -300       -20        0          0.00357    0.00353    -0.00359   -0.00359   1.54E-005  0          -4.95E-010 1.13E-010  3.31E-010  0.996      
2.533968E-006 1E-008    25.4       8.83       1.52E+018  1.94E+017  6.39E+017  1.57E+017  3.47E+019  1.65E+016  1.69E+008  3.3E+025   1.14E+024  2.88E+025  2.86E+024  1.97E+024  4.59E+024  3.44E+022  4E+024     -300       -20        0          0.00369    0.00365    -0.00371   -0.00371   1.38E-005  0          -4.99E-010 1.12E-010  3.3E-010   1.03       
2.633968E-006 1E-008    25.4       8.79       1.59E+018  2.05E+017  6.5E+017   1.67E+017  3.62E+019  1.82E+016  1.73E+008  3.36E+025  1.24E+024  2.92E+025  2.91E+024  2.14E+024  4.99E+024  3.78E+022  4.26E+024  -300       -20        0          0.00379    0.00376    -0.00381   -0.00381   1.2E-005   0          -5.03E-010 1.12E-010  3.29E-010  1.06       
2.733968E-006 1E-008    25.5       8.75       1.66E+018  2.15E+017  6.6E+017   1.76E+017  3.76E+019  1.99E+016  1.77E+008  3.41E+025  1.34E+024  2.97E+025  2.96E+024  2.31E+024  5.39E+024  4.11E+022  4.5E+024   -300       -20        0          0.0039     0.00387    -0.00391   -0.00391   1.03E-005  0          -5.06E-010 1.12E-010  3.27E-010  1.09       
